0001000000110 //data 0: 32.375
0001000101111 //data 1: 34.9375
0001001100111 //data 2: 38.4375
0001010000110 //data 3: 40.375
0001010010001 //data 4: 41.0625
0001010010101 //data 5: 41.3125
0001010011001 //data 6: 41.5625
0001010100100 //data 7: 42.25
0001010110110 //data 8: 43.375
0001011000100 //data 9: 44.25
0001011001101 //data 10: 44.8125
0001011010100 //data 11: 45.25
0001011100100 //data 12: 46.25
0001100001101 //data 13: 48.8125
0001101010011 //data 14: 53.1875
0001110010010 //data 15: 57.125
0001110110000 //data 16: 59.0
0001111001110 //data 17: 60.875
0010001001000 //data 18: 68.5
0010101011101 //data 19: 85.8125
0011011110111 //data 20: 111.4375
0011110110001 //data 21: 123.0625
0100000110110 //data 22: 131.375
0011001100000 //data 23: 102.0
0010101100011 //data 24: 86.1875
0011001010110 //data 25: 101.375
0011011101110 //data 26: 110.875
0011101110101 //data 27: 119.3125
0010110000101 //data 28: 88.3125
0001111101101 //data 29: 62.8125
0010000011111 //data 30: 65.9375
0001111111111 //data 31: 63.9375
0001100100100 //data 32: 50.25
0001001100100 //data 33: 38.25
0001001011111 //data 34: 37.9375
0001001010110 //data 35: 37.375
0000111111000 //data 36: 31.5
0000110111011 //data 37: 27.6875
0000110011100 //data 38: 25.75
0000110011001 //data 39: 25.5625
0000110011011 //data 40: 25.6875
0000110101000 //data 41: 26.5
0000110111011 //data 42: 27.6875
0000111010101 //data 43: 29.3125
0000111101101 //data 44: 30.8125
0000111111000 //data 45: 31.5
0000111111001 //data 46: 31.5625
0000111111110 //data 47: 31.875
0001000000110 //data 48: 32.375
0001000011000 //data 49: 33.5
0001000011110 //data 50: 33.875
0001000100101 //data 51: 34.3125
0001000100101 //data 52: 34.3125
0001000101010 //data 53: 34.625
0001000110010 //data 54: 35.125
0001000110010 //data 55: 35.125
0001000111000 //data 56: 35.5
0001001001000 //data 57: 36.5
0001001011001 //data 58: 37.5625
0001001110000 //data 59: 39.0
0001010000011 //data 60: 40.1875
0001001101100 //data 61: 38.75
0001001010101 //data 62: 37.3125
0001001001001 //data 63: 36.5625
0000111101001 //data 64: 30.5625
0001000001111 //data 65: 32.9375
0001001001101 //data 66: 36.8125
0001001110100 //data 67: 39.25
0001010000101 //data 68: 40.3125
0001010001110 //data 69: 40.875
0001010010001 //data 70: 41.0625
0001010011001 //data 71: 41.5625
0001010111000 //data 72: 43.5
0001011010010 //data 73: 45.125
0001011100101 //data 74: 46.3125
0001011101110 //data 75: 46.875
0001100000011 //data 76: 48.1875
0001100101101 //data 77: 50.8125
0001111000010 //data 78: 60.125
0010011000111 //data 79: 76.4375
0010110000011 //data 80: 88.1875
0010110011110 //data 81: 89.875
0010101010001 //data 82: 85.0625
0010110001111 //data 83: 88.9375
0011010111111 //data 84: 107.9375
0100000111100 //data 85: 131.75
0100011011111 //data 86: 141.9375
0011110001000 //data 87: 120.5
0011010100111 //data 88: 106.4375
0011010001101 //data 89: 104.8125
0011101010110 //data 90: 117.375
0100000001010 //data 91: 128.625
0011010111100 //data 92: 107.75
0010100000100 //data 93: 80.25
0010010011010 //data 94: 73.625
0010011001110 //data 95: 76.875
0010000111000 //data 96: 67.5
0001011101110 //data 97: 46.875
0001011100100 //data 98: 46.25
0001011010101 //data 99: 45.3125
0001000110010 //data 100: 35.125
0000111001100 //data 101: 28.75
0000110100010 //data 102: 26.125
0000110011111 //data 103: 25.9375
0000110100010 //data 104: 26.125
0000110111010 //data 105: 27.625
0000111001001 //data 106: 28.5625
0000111011011 //data 107: 29.6875
0000111110000 //data 108: 31.0
0000111111101 //data 109: 31.8125
0000111111111 //data 110: 31.9375
0001000000100 //data 111: 32.25
0001000001111 //data 112: 32.9375
0001000011110 //data 113: 33.875
0001000110000 //data 114: 35.0
0001000111110 //data 115: 35.875
0001000111010 //data 116: 35.625
0001000110111 //data 117: 35.4375
0001000111101 //data 118: 35.8125
0001001000001 //data 119: 36.0625
0001001000011 //data 120: 36.1875
0001001001011 //data 121: 36.6875
0001001010111 //data 122: 37.4375
0001001101110 //data 123: 38.875
0001001111100 //data 124: 39.75
0001001110000 //data 125: 39.0
0001001010011 //data 126: 37.1875
0001001000100 //data 127: 36.25
0000111001101 //data 128: 28.8125
0000111100001 //data 129: 30.0625
0001000011110 //data 130: 33.875
0001001011000 //data 131: 37.5
0001001110101 //data 132: 39.3125
0001001111111 //data 133: 39.9375
0001010000001 //data 134: 40.0625
0001010001110 //data 135: 40.875
0001011001000 //data 136: 44.5
0001100100101 //data 137: 50.3125
0001110000101 //data 138: 56.3125
0001111111101 //data 139: 63.8125
0010001000111 //data 140: 68.4375
0010001011011 //data 141: 69.6875
0010011001010 //data 142: 76.625
0010110001111 //data 143: 88.9375
0011010100011 //data 144: 106.1875
0011100110010 //data 145: 115.125
0011100001110 //data 146: 112.875
0011100010011 //data 147: 113.1875
0011110101010 //data 148: 122.625
0100001100010 //data 149: 134.125
0100100101000 //data 150: 146.5
0100011100101 //data 151: 142.3125
0100000010101 //data 152: 129.3125
0011101110010 //data 153: 119.125
0011110110010 //data 154: 123.125
0100000111000 //data 155: 131.5
0100000001100 //data 156: 128.75
0011011101100 //data 157: 110.75
0010111110110 //data 158: 95.375
0010111111000 //data 159: 95.5
0010110110110 //data 160: 91.375
0010001001100 //data 161: 68.75
0001110010011 //data 162: 57.1875
0001110100001 //data 163: 58.0625
0001011110110 //data 164: 47.375
0001000011000 //data 165: 33.5
0000110110000 //data 166: 27.0
0000110101010 //data 167: 26.625
0000110101001 //data 168: 26.5625
0000110111011 //data 169: 27.6875
0000111001010 //data 170: 28.625
0000111100011 //data 171: 30.1875
0000111110101 //data 172: 31.3125
0001000000001 //data 173: 32.0625
0001000010000 //data 174: 33.0
0001000011010 //data 175: 33.625
0001000011010 //data 176: 33.625
0001000100110 //data 177: 34.375
0001001000000 //data 178: 36.0
0001001100000 //data 179: 38.0
0001001101110 //data 180: 38.875
0001001011101 //data 181: 37.8125
0001001011010 //data 182: 37.625
0001001011110 //data 183: 37.875
0001001011011 //data 184: 37.6875
0001001011100 //data 185: 37.75
0001001100001 //data 186: 38.0625
0001001101000 //data 187: 38.5
0001001101011 //data 188: 38.6875
0001001110011 //data 189: 39.1875
0001001101011 //data 190: 38.6875
0001001100001 //data 191: 38.0625
0000111001100 //data 192: 28.75
0000111010010 //data 193: 29.125
0000111110101 //data 194: 31.3125
0001000101100 //data 195: 34.75
0001001010101 //data 196: 37.3125
0001001100111 //data 197: 38.4375
0001001110000 //data 198: 39.0
0001001111101 //data 199: 39.8125
0001010111101 //data 200: 43.8125
0001110000000 //data 201: 56.0
0010011011010 //data 202: 77.625
0011001010110 //data 203: 101.375
0011100001001 //data 204: 112.5625
0011100010101 //data 205: 113.3125
0011011001000 //data 206: 108.5
0011011100000 //data 207: 110.0
0011110110000 //data 208: 123.0
0100001111100 //data 209: 135.75
0100100100011 //data 210: 146.1875
0100011101000 //data 211: 142.5
0100001011010 //data 212: 133.625
0100010001110 //data 213: 136.875
0100100001100 //data 214: 144.75
0100011110111 //data 215: 143.4375
0100011001011 //data 216: 140.6875
0100001110100 //data 217: 135.25
0100001010011 //data 218: 133.1875
0100001010100 //data 219: 133.25
0100000100000 //data 220: 130.0
0011111101001 //data 221: 126.5625
0011100110000 //data 222: 115.0
0011010010010 //data 223: 105.125
0011010100111 //data 224: 106.4375
0011000010011 //data 225: 97.1875
0010100000010 //data 226: 80.125
0010010111110 //data 227: 75.875
0001111101011 //data 228: 62.6875
0001010111000 //data 229: 43.5
0000111010010 //data 230: 29.125
0000110101100 //data 231: 26.75
0000110101111 //data 232: 26.9375
0000110110101 //data 233: 27.3125
0000111001100 //data 234: 28.75
0000111101011 //data 235: 30.6875
0000111101110 //data 236: 30.875
0000111111110 //data 237: 31.875
0001000011101 //data 238: 33.8125
0001000100111 //data 239: 34.4375
0001000101111 //data 240: 34.9375
0001000111011 //data 241: 35.6875
0001001001100 //data 242: 36.75
0001001110101 //data 243: 39.3125
0001010011001 //data 244: 41.5625
0001010010101 //data 245: 41.3125
0001010000100 //data 246: 40.25
0001001111101 //data 247: 39.8125
0001001111100 //data 248: 39.75
0001001111010 //data 249: 39.625
0001001110111 //data 250: 39.4375
0001001111001 //data 251: 39.5625
0001001110011 //data 252: 39.1875
0001001110010 //data 253: 39.125
0001001111111 //data 254: 39.9375
0001010000000 //data 255: 40.0
0000111100100 //data 256: 30.25
0000111100000 //data 257: 30.0
0000111111001 //data 258: 31.5625
0001000011001 //data 259: 33.5625
0001000110101 //data 260: 35.3125
0001001010010 //data 261: 37.125
0001001100001 //data 262: 38.0625
0001001101001 //data 263: 38.5625
0001010000000 //data 264: 40.0
0001011111000 //data 265: 47.5
0010000111010 //data 266: 67.625
0010111101101 //data 267: 94.8125
0011110101011 //data 268: 122.6875
0100010110000 //data 269: 139.0
0100011110000 //data 270: 143.0
0100010111011 //data 271: 139.6875
0100010100001 //data 272: 138.0625
0100100010101 //data 273: 145.3125
0100110000111 //data 274: 152.4375
0100101101011 //data 275: 150.6875
0100101001010 //data 276: 148.625
0100100101100 //data 277: 146.75
0100100001101 //data 278: 144.8125
0100011110101 //data 279: 143.3125
0100011010101 //data 280: 141.3125
0100010110100 //data 281: 139.25
0100010001011 //data 282: 136.6875
0100001011100 //data 283: 133.75
0100000100000 //data 284: 130.0
0011111100100 //data 285: 126.25
0011110100110 //data 286: 122.375
0011101001011 //data 287: 116.6875
0011100110001 //data 288: 115.0625
0011100000101 //data 289: 112.3125
0011001001000 //data 290: 100.5
0010110101111 //data 291: 90.9375
0010011101111 //data 292: 78.9375
0001110110111 //data 293: 59.4375
0001000110011 //data 294: 35.1875
0000110111111 //data 295: 27.9375
0000110111101 //data 296: 27.8125
0000110111010 //data 297: 27.625
0000111000100 //data 298: 28.25
0000111010000 //data 299: 29.0
0000111011011 //data 300: 29.6875
0000111110101 //data 301: 31.3125
0001000010000 //data 302: 33.0
0001000101001 //data 303: 34.5625
0001001001001 //data 304: 36.5625
0001001011101 //data 305: 37.8125
0001001101111 //data 306: 38.9375
0001010001101 //data 307: 40.8125
0001010110011 //data 308: 43.1875
0001010111100 //data 309: 43.75
0001010100111 //data 310: 42.4375
0001010011000 //data 311: 41.5
0001010011010 //data 312: 41.625
0001010011100 //data 313: 41.75
0001010010010 //data 314: 41.125
0001010010000 //data 315: 41.0
0001010001010 //data 316: 40.625
0001010000000 //data 317: 40.0
0001010000000 //data 318: 40.0
0001001111010 //data 319: 39.625
0001000001000 //data 320: 32.5
0000111101101 //data 321: 30.8125
0000111111010 //data 322: 31.625
0001000010000 //data 323: 33.0
0001000101010 //data 324: 34.625
0001001000110 //data 325: 36.375
0001001010100 //data 326: 37.25
0001001100010 //data 327: 38.125
0001001110100 //data 328: 39.25
0001011000011 //data 329: 44.1875
0001111010010 //data 330: 61.125
0010111011000 //data 331: 93.5
0100000100011 //data 332: 130.1875
0100111100100 //data 333: 158.25
0101010000110 //data 334: 168.375
0101001000110 //data 335: 164.375
0101000000101 //data 336: 160.3125
0100111001010 //data 337: 156.625
0100110001111 //data 338: 152.9375
0100101101010 //data 339: 150.625
0100101001011 //data 340: 148.6875
0100100110000 //data 341: 147.0
0100100001010 //data 342: 144.625
0100011110001 //data 343: 143.0625
0100011010101 //data 344: 141.3125
0100010110110 //data 345: 139.375
0100010001110 //data 346: 136.875
0100001100010 //data 347: 134.125
0100000100001 //data 348: 130.0625
0011111100010 //data 349: 126.125
0011110101011 //data 350: 122.6875
0011101110011 //data 351: 119.1875
0011101001100 //data 352: 116.75
0011100101100 //data 353: 114.75
0011011100011 //data 354: 110.1875
0011010001001 //data 355: 104.5625
0011000100000 //data 356: 98.0
0010100001000 //data 357: 80.5
0001101001011 //data 358: 52.6875
0001001010011 //data 359: 37.1875
0000111101000 //data 360: 30.5
0000111000100 //data 361: 28.25
0000111000100 //data 362: 28.25
0000111001111 //data 363: 28.9375
0000111011100 //data 364: 29.75
0000111101001 //data 365: 30.5625
0000111111001 //data 366: 31.5625
0001000011110 //data 367: 33.875
0001001000111 //data 368: 36.4375
0001001101001 //data 369: 38.5625
0001010010111 //data 370: 41.4375
0001011011110 //data 371: 45.875
0001101101000 //data 372: 54.5
0001111001100 //data 373: 60.75
0001110011001 //data 374: 57.5625
0001011110110 //data 375: 47.375
0001010011000 //data 376: 41.5
0001010100011 //data 377: 42.1875
0001010101010 //data 378: 42.625
0001010101010 //data 379: 42.625
0001010011011 //data 380: 41.6875
0001010010101 //data 381: 41.3125
0001010001011 //data 382: 40.6875
0001010001100 //data 383: 40.75
0001000011001 //data 384: 33.5625
0001000001101 //data 385: 32.8125
0001000000110 //data 386: 32.375
0001000011000 //data 387: 33.5
0001000111011 //data 388: 35.6875
0001000111111 //data 389: 35.9375
0001001000111 //data 390: 36.4375
0001010010100 //data 391: 41.25
0001101000011 //data 392: 52.1875
0010010011001 //data 393: 73.5625
0010111100010 //data 394: 94.125
0011001101010 //data 395: 102.625
0011100110001 //data 396: 115.0625
0100010000011 //data 397: 136.1875
0100101110111 //data 398: 151.4375
0100111011001 //data 399: 157.5625
0100111000001 //data 400: 156.0625
0100110010111 //data 401: 153.4375
0100101111111 //data 402: 151.9375
0100101101010 //data 403: 150.625
0100101001011 //data 404: 148.6875
0100100101101 //data 405: 146.8125
0100100001011 //data 406: 144.6875
0100011101110 //data 407: 142.875
0100011001110 //data 408: 140.875
0100010101101 //data 409: 138.8125
0100010001010 //data 410: 136.625
0100001011111 //data 411: 133.9375
0100000100000 //data 412: 130.0
0011111100011 //data 413: 126.1875
0011110100110 //data 414: 122.375
0011101110010 //data 415: 119.125
0011101001010 //data 416: 116.625
0011100011110 //data 417: 113.875
0011011111000 //data 418: 111.5
0011011011110 //data 419: 109.875
0011011001010 //data 420: 108.625
0011000111101 //data 421: 99.8125
0010011010001 //data 422: 77.0625
0001100100110 //data 423: 50.375
0001001001111 //data 424: 36.9375
0000111110100 //data 425: 31.25
0000111011001 //data 426: 29.5625
0000111011000 //data 427: 29.5
0000111100000 //data 428: 30.0
0000111101001 //data 429: 30.5625
0000111111100 //data 430: 31.75
0001000011011 //data 431: 33.6875
0001000111111 //data 432: 35.9375
0001010000011 //data 433: 40.1875
0001100011101 //data 434: 49.8125
0010001111111 //data 435: 71.9375
0010101100011 //data 436: 86.1875
0010011001101 //data 437: 76.8125
0010000101001 //data 438: 66.5625
0001110110111 //data 439: 59.4375
0001100011101 //data 440: 49.8125
0001010011110 //data 441: 41.875
0001010001011 //data 442: 40.6875
0001010101000 //data 443: 42.5
0001010011011 //data 444: 41.6875
0001010000011 //data 445: 40.1875
0001001111101 //data 446: 39.8125
0001001111111 //data 447: 39.9375
0001000110000 //data 448: 35.0
0001000101010 //data 449: 34.625
0001000001110 //data 450: 32.875
0001000100000 //data 451: 34.0
0001001011110 //data 452: 37.875
0001010001110 //data 453: 40.875
0001011111111 //data 454: 47.9375
0010000011011 //data 455: 65.6875
0010111000001 //data 456: 92.0625
0011010110101 //data 457: 107.3125
0011010011111 //data 458: 105.9375
0011011111010 //data 459: 111.625
0100000010010 //data 460: 129.125
0100011100001 //data 461: 142.0625
0100101101000 //data 462: 150.5
0100110100100 //data 463: 154.25
0100110011010 //data 464: 153.625
0100110001100 //data 465: 152.75
0100101111111 //data 466: 151.9375
0100101100110 //data 467: 150.375
0100101001001 //data 468: 148.5625
0100100101011 //data 469: 146.6875
0100100000000 //data 470: 144.0
0100011100000 //data 471: 142.0
0100011000011 //data 472: 140.1875
0100010100010 //data 473: 138.125
0100010000000 //data 474: 136.0
0100001010101 //data 475: 133.3125
0100000011010 //data 476: 129.625
0011111011100 //data 477: 125.75
0011110011110 //data 478: 121.875
0011101101101 //data 479: 118.8125
0011101000100 //data 480: 116.25
0011100011000 //data 481: 113.5
0011011111110 //data 482: 111.875
0011011011111 //data 483: 109.9375
0011011010000 //data 484: 109.0
0011010110010 //data 485: 107.125
0010111100010 //data 486: 94.125
0010010101001 //data 487: 74.5625
0001110001101 //data 488: 56.8125
0001010001100 //data 489: 40.75
0001000001001 //data 490: 32.5625
0000111011110 //data 491: 29.875
0000111101011 //data 492: 30.6875
0000111110111 //data 493: 31.4375
0001000001101 //data 494: 32.8125
0001000100011 //data 495: 34.1875
0001001011010 //data 496: 37.625
0001011011100 //data 497: 45.75
0010001111110 //data 498: 71.875
0010111001110 //data 499: 92.875
0010010101010 //data 500: 74.625
0010000001000 //data 501: 64.5
0010010001011 //data 502: 72.6875
0010001100000 //data 503: 70.0
0001110110010 //data 504: 59.125
0001011110000 //data 505: 47.0
0001010000001 //data 506: 40.0625
0001001111011 //data 507: 39.6875
0001010000111 //data 508: 40.4375
0001001111100 //data 509: 39.75
0001001011101 //data 510: 37.8125
0001001001110 //data 511: 36.875
0001000011001 //data 512: 33.5625
0001000010111 //data 513: 33.4375
0001000001010 //data 514: 32.625
0001000100001 //data 515: 34.0625
0001010011011 //data 516: 41.6875
0001110111110 //data 517: 59.875
0010100110001 //data 518: 83.0625
0011000111010 //data 519: 99.625
0011010101110 //data 520: 106.875
0011100000110 //data 521: 112.375
0100001010001 //data 522: 133.0625
