74 120 162 193 236 226 219 1
116 150 158 191 207 172 52 37
84 119 163 202 232 165 98 39
48 52 164 212 124 87 68 35
41 126 136 151 224 117 81 7
61 181 210 243 127 108 95 21
55 64 143 213 248 245 160 130
42 82 100 186 184 173 73 36
23 84 168 252 199 194 160 14
26 57 223 242 154 142 23 18
78 108 170 176 114 86 74 1
127 181 232 251 194 177 73 56
20 109 114 131 185 167 146 144
30 55 140 185 127 92 86 40
36 93 128 216 235 77 55 52
94 232 250 252 251 237 68 21
23 32 93 160 203 140 132 1
61 124 163 170 251 245 197 55
1 2 87 147 213 211 35 21
10 31 159 210 250 241 236 8
51 117 163 209 139 120 47 9
66 129 230 250 235 170 114 81
55 57 104 214 192 170 102 56
93 184 216 235 214 162 98 8
146 164 204 212 192 93 42 12
78 166 173 175 146 123 75 6
8 202 206 242 222 133 91 5
9 189 204 222 237 233 85 61
113 116 169 175 200 183 136 50
19 156 172 234 136 106 100 4
3 28 52 98 141 107 103 25
15 150 219 246 237 65 55 48
4 103 192 233 220 216 187 24
126 138 139 250 91 53 48 11
1 35 95 246 167 140 80 44
21 34 110 192 240 177 96 32
47 104 180 253 239 176 175 32
84 167 207 218 186 173 147 123
22 58 62 200 208 175 35 5
31 51 163 210 230 208 97 50
47 119 129 249 153 40 29 11
7 11 53 201 65 52 46 42
94 208 216 224 190 112 100 79
93 115 146 220 253 182 37 19
57 72 163 196 253 204 170 15
92 170 223 239 229 194 116 24
63 181 212 219 244 191 95 29
19 29 174 187 254 241 107 82
7 24 76 163 172 151 124 10
10 80 100 136 180 124 101 38
191 218 245 251 242 171 53 41
22 45 130 137 206 128 103 93
125 146 174 192 228 200 110 62
127 159 218 241 217 134 128 126
1 79 82 231 203 164 151 145
31 170 180 253 192 141 88 3
187 206 216 236 167 110 89 7
19 75 155 200 198 44 36 16
35 96 152 170 196 184 121 2
17 65 70 88 158 97 27 23
26 91 113 249 176 152 101 3
90 139 148 235 173 82 68 57
2 97 105 131 195 117 66 22
158 187 212 238 236 211 134 123
70 170 184 234 206 179 108 60
39 111 195 216 127 122 98 15
53 232 234 253 162 158 117 92
116 124 188 219 139 111 108 2
46 104 155 176 172 105 77 10
20 59 61 176 119 103 85 47
26 80 93 200 201 198 186 50
2 96 153 205 251 94 53 46
28 127 194 197 220 152 39 13
40 166 218 254 226 163 99 17
62 90 120 190 250 232 89 40
94 142 170 183 229 210 149 62
83 103 156 201 250 249 211 72
53 105 109 157 222 211 122 39
75 103 117 159 237 167 59 10
65 210 215 236 188 59 20 1
113 165 217 234 160 126 82 14
37 79 215 245 158 61 32 0
2 22 100 223 229 88 61 40
66 160 188 204 232 142 138 134
101 142 171 230 213 200 140 53
125 163 214 252 243 160 99 62
26 31 148 152 76 62 44 20
72 112 133 157 248 178 95 32
110 143 165 245 249 75 67 31
61 136 242 252 238 231 198 23
34 96 101 211 222 207 140 59
5 95 101 136 230 173 156 55
51 55 197 244 173 141 61 9
14 71 172 207 210 185 181 63
181 187 243 246 220 217 149 105
61 78 130 172 175 160 89 9
